idx,constellation,satIdx,channelIndex,snrIdx,snr_set_dB,snr_meas_dB,dopIdx,doppler_set_Hz,pred_label,top_score,is_correct,detected,numBoxes
2418,starlink,25,6,2,-7.777778,-7.777778,8,200000.000,starlink,0.985099,1,1,1
2419,starlink,25,3,2,-7.777778,-7.777778,9,280000.000,starlink,0.981695,1,1,1
2420,starlink,25,4,2,-7.777778,-7.777778,10,360000.000,starlink,0.980450,1,1,1
2421,starlink,25,1,3,-5.555556,-5.555556,1,-360000.000,starlink,0.985797,1,1,1
2422,starlink,25,4,3,-5.555556,-5.555556,2,-280000.000,starlink,0.984815,1,1,1
2423,starlink,25,3,3,-5.555556,-5.555556,3,-200000.000,starlink,0.983040,1,1,1
2424,starlink,25,8,3,-5.555556,-5.555556,4,-120000.000,starlink,0.983621,1,1,1
2425,starlink,25,2,3,-5.555556,-5.555556,5,-40000.000,starlink,0.984147,1,1,2
2426,starlink,25,1,3,-5.555556,-5.555556,6,40000.000,starlink,0.986201,1,1,1
2427,starlink,25,3,3,-5.555556,-5.555556,7,120000.000,starlink,0.983074,1,1,1
2428,starlink,25,1,3,-5.555556,-5.555556,8,200000.000,starlink,0.986212,1,1,1
2429,starlink,25,6,3,-5.555556,-5.555556,9,280000.000,starlink,0.987909,1,1,1
2430,starlink,25,6,3,-5.555556,-5.555556,10,360000.000,starlink,0.985926,1,1,1
2431,starlink,25,6,4,-3.333333,-3.333333,1,-360000.000,starlink,0.988176,1,1,1
2432,starlink,25,5,4,-3.333333,-3.333333,2,-280000.000,starlink,0.987629,1,1,1
2433,starlink,25,8,4,-3.333333,-3.333333,3,-200000.000,starlink,0.986614,1,1,1
2434,starlink,25,7,4,-3.333333,-3.333333,4,-120000.000,starlink,0.987720,1,1,1
2435,starlink,25,6,4,-3.333333,-3.333333,5,-40000.000,starlink,0.987401,1,1,1
2436,starlink,25,7,4,-3.333333,-3.333333,6,40000.000,starlink,0.986650,1,1,1
2437,starlink,25,8,4,-3.333333,-3.333333,7,120000.000,starlink,0.986542,1,1,1
2438,starlink,25,4,4,-3.333333,-3.333333,8,200000.000,starlink,0.986130,1,1,1
2439,starlink,25,6,4,-3.333333,-3.333333,9,280000.000,starlink,0.988269,1,1,1
2440,starlink,25,2,4,-3.333333,-3.333333,10,360000.000,starlink,0.986454,1,1,1
2441,starlink,25,5,5,-1.111111,-1.111111,1,-360000.000,starlink,0.984966,1,1,1
2442,starlink,25,2,5,-1.111111,-1.111111,2,-280000.000,starlink,0.987538,1,1,1
2443,starlink,25,6,5,-1.111111,-1.111111,3,-200000.000,starlink,0.988668,1,1,1
2444,starlink,25,3,5,-1.111111,-1.111111,4,-120000.000,starlink,0.985407,1,1,1
2445,starlink,25,6,5,-1.111111,-1.111111,5,-40000.000,starlink,0.987261,1,1,1
2446,starlink,25,7,5,-1.111111,-1.111111,6,40000.000,starlink,0.985934,1,1,1
2447,starlink,25,1,5,-1.111111,-1.111111,7,120000.000,starlink,0.989459,1,1,1
2448,starlink,25,7,5,-1.111111,-1.111111,8,200000.000,starlink,0.987371,1,1,1
2449,starlink,25,3,5,-1.111111,-1.111111,9,280000.000,starlink,0.985692,1,1,1
2450,starlink,25,3,5,-1.111111,-1.111111,10,360000.000,starlink,0.983630,1,1,1
2451,starlink,25,1,6,1.111111,1.111111,1,-360000.000,starlink,0.986950,1,1,1
2452,starlink,25,6,6,1.111111,1.111111,2,-280000.000,starlink,0.989052,1,1,1
2453,starlink,25,7,6,1.111111,1.111111,3,-200000.000,starlink,0.986084,1,1,1
2454,starlink,25,4,6,1.111111,1.111111,4,-120000.000,starlink,0.986857,1,1,1
2455,starlink,25,3,6,1.111111,1.111111,5,-40000.000,starlink,0.983230,1,1,1
2456,starlink,25,1,6,1.111111,1.111111,6,40000.000,starlink,0.987358,1,1,1
2457,starlink,25,6,6,1.111111,1.111111,7,120000.000,starlink,0.986697,1,1,1
2458,starlink,25,6,6,1.111111,1.111111,8,200000.000,starlink,0.986995,1,1,1
2459,starlink,25,5,6,1.111111,1.111111,9,280000.000,starlink,0.986194,1,1,1
2460,starlink,25,8,6,1.111111,1.111111,10,360000.000,starlink,0.983128,1,1,1
2461,starlink,25,6,7,3.333333,3.333333,1,-360000.000,starlink,0.987671,1,1,1
2462,starlink,25,6,7,3.333333,3.333333,2,-280000.000,starlink,0.986525,1,1,1
2463,starlink,25,4,7,3.333333,3.333333,3,-200000.000,starlink,0.987060,1,1,1
2464,starlink,25,3,7,3.333333,3.333333,4,-120000.000,starlink,0.985217,1,1,1
2465,starlink,25,1,7,3.333333,3.333333,5,-40000.000,starlink,0.985417,1,1,1
2466,starlink,25,2,7,3.333333,3.333333,6,40000.000,starlink,0.986604,1,1,1
2467,starlink,25,6,7,3.333333,3.333333,7,120000.000,starlink,0.986624,1,1,1
2468,starlink,25,5,7,3.333333,3.333333,8,200000.000,starlink,0.987894,1,1,1
2469,starlink,25,8,7,3.333333,3.333333,9,280000.000,starlink,0.986699,1,1,1
2470,starlink,25,5,7,3.333333,3.333333,10,360000.000,starlink,0.988260,1,1,1
2471,starlink,25,4,8,5.555556,5.555556,1,-360000.000,starlink,0.984660,1,1,1
2472,starlink,25,7,8,5.555556,5.555556,2,-280000.000,starlink,0.988651,1,1,1
2473,starlink,25,4,8,5.555556,5.555556,3,-200000.000,starlink,0.987838,1,1,1
2474,starlink,25,8,8,5.555556,5.555556,4,-120000.000,starlink,0.986788,1,1,1
2475,starlink,25,4,8,5.555556,5.555556,5,-40000.000,starlink,0.986570,1,1,1
2476,starlink,25,3,8,5.555556,5.555556,6,40000.000,starlink,0.985672,1,1,1
2477,starlink,25,6,8,5.555556,5.555556,7,120000.000,starlink,0.987873,1,1,1
2478,starlink,25,8,8,5.555556,5.555556,8,200000.000,starlink,0.984853,1,1,1
2479,starlink,25,4,8,5.555556,5.555556,9,280000.000,starlink,0.986004,1,1,1
2480,starlink,25,6,8,5.555556,5.555556,10,360000.000,starlink,0.989156,1,1,1
2481,starlink,25,2,9,7.777778,7.777778,1,-360000.000,starlink,0.985741,1,1,1
2482,starlink,25,5,9,7.777778,7.777778,2,-280000.000,starlink,0.988351,1,1,1
2483,starlink,25,6,9,7.777778,7.777778,3,-200000.000,starlink,0.989578,1,1,1
2484,starlink,25,5,9,7.777778,7.777778,4,-120000.000,starlink,0.985895,1,1,1
2485,starlink,25,8,9,7.777778,7.777778,5,-40000.000,starlink,0.988412,1,1,1
2486,starlink,25,6,9,7.777778,7.777778,6,40000.000,starlink,0.987080,1,1,1
2487,starlink,25,6,9,7.777778,7.777778,7,120000.000,starlink,0.987133,1,1,1
2488,starlink,25,2,9,7.777778,7.777778,8,200000.000,starlink,0.988169,1,1,1
2489,starlink,25,6,9,7.777778,7.777778,9,280000.000,starlink,0.989458,1,1,1
2490,starlink,25,8,9,7.777778,7.777778,10,360000.000,starlink,0.987147,1,1,1
2491,starlink,25,3,10,10.000000,10.000000,1,-360000.000,starlink,0.985194,1,1,1
2492,starlink,25,1,10,10.000000,10.000000,2,-280000.000,starlink,0.987247,1,1,1
2493,starlink,25,6,10,10.000000,10.000000,3,-200000.000,starlink,0.986498,1,1,1
2494,starlink,25,6,10,10.000000,10.000000,4,-120000.000,starlink,0.987470,1,1,1
2495,starlink,25,4,10,10.000000,10.000000,5,-40000.000,starlink,0.986730,1,1,1
2496,starlink,25,2,10,10.000000,10.000000,6,40000.000,starlink,0.988256,1,1,1
2497,starlink,25,2,10,10.000000,10.000000,7,120000.000,starlink,0.986560,1,1,1
2498,starlink,25,5,10,10.000000,10.000000,8,200000.000,starlink,0.988519,1,1,1
2499,starlink,25,5,10,10.000000,10.000000,9,280000.000,starlink,0.986284,1,1,1
2500,starlink,25,3,10,10.000000,10.000000,10,360000.000,starlink,0.987442,1,1,1
2501,starlink,26,8,1,-10.000000,-10.000000,1,-360000.000,starlink,0.979778,1,1,1
2502,starlink,26,2,1,-10.000000,-10.000000,2,-280000.000,starlink,0.980936,1,1,1
2503,starlink,26,7,1,-10.000000,-10.000000,3,-200000.000,starlink,0.979505,1,1,1
2504,starlink,26,3,1,-10.000000,-10.000000,4,-120000.000,starlink,0.980007,1,1,1
2505,starlink,26,4,1,-10.000000,-10.000000,5,-40000.000,starlink,0.979180,1,1,1
2506,starlink,26,8,1,-10.000000,-10.000000,6,40000.000,starlink,0.980060,1,1,1
2507,starlink,26,8,1,-10.000000,-10.000000,7,120000.000,starlink,0.980490,1,1,1
2508,starlink,26,3,1,-10.000000,-10.000000,8,200000.000,starlink,0.978284,1,1,1
2509,starlink,26,6,1,-10.000000,-10.000000,9,280000.000,starlink,0.978049,1,1,1
2510,starlink,26,4,1,-10.000000,-10.000000,10,360000.000,starlink,0.979485,1,1,1
2511,starlink,26,1,2,-7.777778,-7.777778,1,-360000.000,starlink,0.983018,1,1,1
2512,starlink,26,8,2,-7.777778,-7.777778,2,-280000.000,starlink,0.983999,1,1,1
2513,starlink,26,4,2,-7.777778,-7.777778,3,-200000.000,starlink,0.982596,1,1,1
2514,starlink,26,5,2,-7.777778,-7.777778,4,-120000.000,starlink,0.982164,1,1,1
2515,starlink,26,3,2,-7.777778,-7.777778,5,-40000.000,starlink,0.979312,1,1,1
2516,starlink,26,3,2,-7.777778,-7.777778,6,40000.000,starlink,0.978679,1,1,1
2517,starlink,26,6,2,-7.777778,-7.777778,7,120000.000,starlink,0.984766,1,1,1
2518,starlink,26,8,2,-7.777778,-7.777778,8,200000.000,starlink,0.983836,1,1,1
2519,starlink,26,8,2,-7.777778,-7.777778,9,280000.000,starlink,0.984367,1,1,1
2520,starlink,26,2,2,-7.777778,-7.777778,10,360000.000,starlink,0.985384,1,1,1
2521,starlink,26,1,3,-5.555556,-5.555556,1,-360000.000,starlink,0.985758,1,1,1
2522,starlink,26,7,3,-5.555556,-5.555556,2,-280000.000,starlink,0.985822,1,1,1
2523,starlink,26,2,3,-5.555556,-5.555556,3,-200000.000,starlink,0.984707,1,1,1
2524,starlink,26,2,3,-5.555556,-5.555556,4,-120000.000,starlink,0.985146,1,1,1
2525,starlink,26,7,3,-5.555556,-5.555556,5,-40000.000,starlink,0.984368,1,1,1
2526,starlink,26,3,3,-5.555556,-5.555556,6,40000.000,starlink,0.983064,1,1,1
2527,starlink,26,6,3,-5.555556,-5.555556,7,120000.000,starlink,0.985499,1,1,1
2528,starlink,26,6,3,-5.555556,-5.555556,8,200000.000,starlink,0.985219,1,1,1
2529,starlink,26,6,3,-5.555556,-5.555556,9,280000.000,starlink,0.985369,1,1,1
2530,starlink,26,1,3,-5.555556,-5.555556,10,360000.000,starlink,0.985307,1,1,1
2531,starlink,26,8,4,-3.333333,-3.333333,1,-360000.000,starlink,0.984874,1,1,1
2532,starlink,26,1,4,-3.333333,-3.333333,2,-280000.000,starlink,0.985687,1,1,1
2533,starlink,26,5,4,-3.333333,-3.333333,3,-200000.000,starlink,0.983311,1,1,2
2534,starlink,26,8,4,-3.333333,-3.333333,4,-120000.000,starlink,0.986290,1,1,1
2535,starlink,26,2,4,-3.333333,-3.333333,5,-40000.000,starlink,0.984917,1,1,1
2536,starlink,26,6,4,-3.333333,-3.333333,6,40000.000,starlink,0.987953,1,1,1
2537,starlink,26,4,4,-3.333333,-3.333333,7,120000.000,starlink,0.984801,1,1,1
2538,starlink,26,5,4,-3.333333,-3.333333,8,200000.000,starlink,0.987499,1,1,1
2539,starlink,26,8,4,-3.333333,-3.333333,9,280000.000,starlink,0.984266,1,1,1
2540,starlink,26,7,4,-3.333333,-3.333333,10,360000.000,starlink,0.986105,1,1,1
2541,starlink,26,8,5,-1.111111,-1.111111,1,-360000.000,starlink,0.984730,1,1,1
2542,starlink,26,6,5,-1.111111,-1.111111,2,-280000.000,starlink,0.985709,1,1,2
2543,starlink,26,4,5,-1.111111,-1.111111,3,-200000.000,starlink,0.988131,1,1,1
2544,starlink,26,2,5,-1.111111,-1.111111,4,-120000.000,starlink,0.985228,1,1,1
2545,starlink,26,1,5,-1.111111,-1.111111,5,-40000.000,starlink,0.986363,1,1,1
2546,starlink,26,3,5,-1.111111,-1.111111,6,40000.000,starlink,0.985165,1,1,1
2547,starlink,26,7,5,-1.111111,-1.111111,7,120000.000,starlink,0.985626,1,1,1
2548,starlink,26,3,5,-1.111111,-1.111111,8,200000.000,starlink,0.982493,1,1,1
2549,starlink,26,3,5,-1.111111,-1.111111,9,280000.000,starlink,0.985656,1,1,1
2550,starlink,26,6,5,-1.111111,-1.111111,10,360000.000,starlink,0.986202,1,1,1
2551,starlink,26,7,6,1.111111,1.111111,1,-360000.000,starlink,0.989355,1,1,1
2552,starlink,26,1,6,1.111111,1.111111,2,-280000.000,starlink,0.988267,1,1,1
2553,starlink,26,4,6,1.111111,1.111111,3,-200000.000,starlink,0.985774,1,1,1
2554,starlink,26,3,6,1.111111,1.111111,4,-120000.000,starlink,0.985766,1,1,1
2555,starlink,26,5,6,1.111111,1.111111,5,-40000.000,starlink,0.986646,1,1,1
2556,starlink,26,6,6,1.111111,1.111111,6,40000.000,starlink,0.987238,1,1,1
2557,starlink,26,4,6,1.111111,1.111111,7,120000.000,starlink,0.985449,1,1,1
2558,starlink,26,7,6,1.111111,1.111111,8,200000.000,starlink,0.986950,1,1,1
2559,starlink,26,1,6,1.111111,1.111111,9,280000.000,starlink,0.988023,1,1,1
2560,starlink,26,2,6,1.111111,1.111111,10,360000.000,starlink,0.984334,1,1,1
2561,starlink,26,3,7,3.333333,3.333333,1,-360000.000,starlink,0.984343,1,1,1
2562,starlink,26,1,7,3.333333,3.333333,2,-280000.000,starlink,0.985235,1,1,1
2563,starlink,26,2,7,3.333333,3.333333,3,-200000.000,starlink,0.986669,1,1,1
2564,starlink,26,1,7,3.333333,3.333333,4,-120000.000,starlink,0.987214,1,1,1
2565,starlink,26,8,7,3.333333,3.333333,5,-40000.000,starlink,0.985333,1,1,1
2566,starlink,26,2,7,3.333333,3.333333,6,40000.000,starlink,0.986239,1,1,1
2567,starlink,26,1,7,3.333333,3.333333,7,120000.000,starlink,0.984953,1,1,1
2568,starlink,26,7,7,3.333333,3.333333,8,200000.000,starlink,0.986757,1,1,1
2569,starlink,26,3,7,3.333333,3.333333,9,280000.000,starlink,0.986138,1,1,1
2570,starlink,26,3,7,3.333333,3.333333,10,360000.000,starlink,0.984910,1,1,1
2571,starlink,26,8,8,5.555556,5.555556,1,-360000.000,starlink,0.986342,1,1,1
2572,starlink,26,7,8,5.555556,5.555556,2,-280000.000,starlink,0.987312,1,1,1
2573,starlink,26,5,8,5.555556,5.555556,3,-200000.000,starlink,0.986371,1,1,1
2574,starlink,26,5,8,5.555556,5.555556,4,-120000.000,starlink,0.985662,1,1,1
2575,starlink,26,8,8,5.555556,5.555556,5,-40000.000,starlink,0.985678,1,1,1
2576,starlink,26,3,8,5.555556,5.555556,6,40000.000,starlink,0.985349,1,1,1
2577,starlink,26,5,8,5.555556,5.555556,7,120000.000,starlink,0.986386,1,1,1
2578,starlink,26,4,8,5.555556,5.555556,8,200000.000,starlink,0.984242,1,1,1
2579,starlink,26,3,8,5.555556,5.555556,9,280000.000,starlink,0.985000,1,1,1
2580,starlink,26,5,8,5.555556,5.555556,10,360000.000,starlink,0.988259,1,1,1
2581,starlink,26,6,9,7.777778,7.777778,1,-360000.000,starlink,0.988273,1,1,1
2582,starlink,26,6,9,7.777778,7.777778,2,-280000.000,starlink,0.987374,1,1,2
2583,starlink,26,1,9,7.777778,7.777778,3,-200000.000,starlink,0.987163,1,1,1
2584,starlink,26,1,9,7.777778,7.777778,4,-120000.000,starlink,0.986688,1,1,1
2585,starlink,26,8,9,7.777778,7.777778,5,-40000.000,starlink,0.988769,1,1,1
2586,starlink,26,5,9,7.777778,7.777778,6,40000.000,starlink,0.986380,1,1,1
2587,starlink,26,4,9,7.777778,7.777778,7,120000.000,starlink,0.985720,1,1,1
2588,starlink,26,7,9,7.777778,7.777778,8,200000.000,starlink,0.986821,1,1,2
2589,starlink,26,8,9,7.777778,7.777778,9,280000.000,starlink,0.986920,1,1,1
2590,starlink,26,6,9,7.777778,7.777778,10,360000.000,starlink,0.988769,1,1,1
2591,starlink,26,7,10,10.000000,10.000000,1,-360000.000,starlink,0.988299,1,1,1
2592,starlink,26,5,10,10.000000,10.000000,2,-280000.000,starlink,0.986676,1,1,1
2593,starlink,26,8,10,10.000000,10.000000,3,-200000.000,starlink,0.986142,1,1,1
2594,starlink,26,8,10,10.000000,10.000000,4,-120000.000,starlink,0.986156,1,1,1
2595,starlink,26,7,10,10.000000,10.000000,5,-40000.000,starlink,0.986691,1,1,1
2596,starlink,26,2,10,10.000000,10.000000,6,40000.000,starlink,0.985276,1,1,1
2597,starlink,26,5,10,10.000000,10.000000,7,120000.000,starlink,0.985881,1,1,1
2598,starlink,26,5,10,10.000000,10.000000,8,200000.000,starlink,0.988608,1,1,1
2599,starlink,26,6,10,10.000000,10.000000,9,280000.000,starlink,0.988168,1,1,1
2600,starlink,26,6,10,10.000000,10.000000,10,360000.000,starlink,0.987538,1,1,1
2601,starlink,27,8,1,-10.000000,-10.000000,1,-360000.000,starlink,0.980962,1,1,1
2602,starlink,27,1,1,-10.000000,-10.000000,2,-280000.000,starlink,0.981426,1,1,1
2603,starlink,27,8,1,-10.000000,-10.000000,3,-200000.000,starlink,0.978280,1,1,1
2604,starlink,27,7,1,-10.000000,-10.000000,4,-120000.000,starlink,0.982674,1,1,1
2605,starlink,27,3,1,-10.000000,-10.000000,5,-40000.000,starlink,0.974616,1,1,1
2606,starlink,27,1,1,-10.000000,-10.000000,6,40000.000,starlink,0.983034,1,1,1
2607,starlink,27,1,1,-10.000000,-10.000000,7,120000.000,starlink,0.981394,1,1,1
2608,starlink,27,3,1,-10.000000,-10.000000,8,200000.000,starlink,0.974553,1,1,1
2609,starlink,27,2,1,-10.000000,-10.000000,9,280000.000,starlink,0.982286,1,1,1
2610,starlink,27,3,1,-10.000000,-10.000000,10,360000.000,starlink,0.975089,1,1,1
2611,starlink,27,8,2,-7.777778,-7.777778,1,-360000.000,starlink,0.983204,1,1,1
2612,starlink,27,4,2,-7.777778,-7.777778,2,-280000.000,starlink,0.980888,1,1,1
2613,starlink,27,4,2,-7.777778,-7.777778,3,-200000.000,starlink,0.985247,1,1,1
2614,starlink,27,1,2,-7.777778,-7.777778,4,-120000.000,starlink,0.986555,1,1,1
2615,starlink,27,3,2,-7.777778,-7.777778,5,-40000.000,starlink,0.979504,1,1,1
2616,starlink,27,6,2,-7.777778,-7.777778,6,40000.000,starlink,0.984958,1,1,1
2617,starlink,27,3,2,-7.777778,-7.777778,7,120000.000,starlink,0.980843,1,1,1
2618,starlink,27,6,2,-7.777778,-7.777778,8,200000.000,starlink,0.983298,1,1,1
2619,starlink,27,1,2,-7.777778,-7.777778,9,280000.000,starlink,0.986004,1,1,1
2620,starlink,27,4,2,-7.777778,-7.777778,10,360000.000,starlink,0.980494,1,1,1
2621,starlink,27,3,3,-5.555556,-5.555556,1,-360000.000,starlink,0.981965,1,1,1
2622,starlink,27,5,3,-5.555556,-5.555556,2,-280000.000,starlink,0.984088,1,1,1
2623,starlink,27,2,3,-5.555556,-5.555556,3,-200000.000,starlink,0.984233,1,1,2
2624,starlink,27,7,3,-5.555556,-5.555556,4,-120000.000,starlink,0.983862,1,1,1
2625,starlink,27,5,3,-5.555556,-5.555556,5,-40000.000,starlink,0.986188,1,1,1
2626,starlink,27,5,3,-5.555556,-5.555556,6,40000.000,starlink,0.983137,1,1,1
2627,starlink,27,7,3,-5.555556,-5.555556,7,120000.000,starlink,0.984363,1,1,1
2628,starlink,27,2,3,-5.555556,-5.555556,8,200000.000,starlink,0.984992,1,1,1
2629,starlink,27,1,3,-5.555556,-5.555556,9,280000.000,starlink,0.984882,1,1,1
2630,starlink,27,6,3,-5.555556,-5.555556,10,360000.000,starlink,0.987774,1,1,1
2631,starlink,27,2,4,-3.333333,-3.333333,1,-360000.000,starlink,0.985299,1,1,1
2632,starlink,27,3,4,-3.333333,-3.333333,2,-280000.000,starlink,0.985261,1,1,1
2633,starlink,27,8,4,-3.333333,-3.333333,3,-200000.000,starlink,0.983175,1,1,1
2634,starlink,27,5,4,-3.333333,-3.333333,4,-120000.000,starlink,0.988113,1,1,1
2635,starlink,27,4,4,-3.333333,-3.333333,5,-40000.000,starlink,0.986285,1,1,1
2636,starlink,27,1,4,-3.333333,-3.333333,6,40000.000,starlink,0.984680,1,1,1
2637,starlink,27,1,4,-3.333333,-3.333333,7,120000.000,starlink,0.988468,1,1,1
2638,starlink,27,1,4,-3.333333,-3.333333,8,200000.000,starlink,0.988179,1,1,1
2639,starlink,27,3,4,-3.333333,-3.333333,9,280000.000,starlink,0.982637,1,1,1
2640,starlink,27,5,4,-3.333333,-3.333333,10,360000.000,starlink,0.984560,1,1,1
2641,starlink,27,6,5,-1.111111,-1.111111,1,-360000.000,starlink,0.986654,1,1,1
2642,starlink,27,3,5,-1.111111,-1.111111,2,-280000.000,starlink,0.986108,1,1,1
2643,starlink,27,8,5,-1.111111,-1.111111,3,-200000.000,starlink,0.984958,1,1,1
2644,starlink,27,5,5,-1.111111,-1.111111,4,-120000.000,starlink,0.986018,1,1,1
2645,starlink,27,2,5,-1.111111,-1.111111,5,-40000.000,starlink,0.983858,1,1,1
2646,starlink,27,5,5,-1.111111,-1.111111,6,40000.000,starlink,0.986117,1,1,1
2647,starlink,27,8,5,-1.111111,-1.111111,7,120000.000,starlink,0.987311,1,1,1
2648,starlink,27,5,5,-1.111111,-1.111111,8,200000.000,starlink,0.986470,1,1,1
2649,starlink,27,5,5,-1.111111,-1.111111,9,280000.000,starlink,0.985983,1,1,1
2650,starlink,27,6,5,-1.111111,-1.111111,10,360000.000,starlink,0.985680,1,1,1
2651,starlink,27,8,6,1.111111,1.111111,1,-360000.000,starlink,0.984996,1,1,1
2652,starlink,27,4,6,1.111111,1.111111,2,-280000.000,starlink,0.988975,1,1,1
2653,starlink,27,8,6,1.111111,1.111111,3,-200000.000,starlink,0.986404,1,1,1
2654,starlink,27,7,6,1.111111,1.111111,4,-120000.000,starlink,0.986501,1,1,1
2655,starlink,27,6,6,1.111111,1.111111,5,-40000.000,starlink,0.987814,1,1,1
2656,starlink,27,1,6,1.111111,1.111111,6,40000.000,starlink,0.987721,1,1,1
2657,starlink,27,8,6,1.111111,1.111111,7,120000.000,starlink,0.985375,1,1,1
2658,starlink,27,7,6,1.111111,1.111111,8,200000.000,starlink,0.987314,1,1,1
2659,starlink,27,6,6,1.111111,1.111111,9,280000.000,starlink,0.989043,1,1,1
2660,starlink,27,2,6,1.111111,1.111111,10,360000.000,starlink,0.985635,1,1,1
2661,starlink,27,3,7,3.333333,3.333333,1,-360000.000,starlink,0.986441,1,1,1
2662,starlink,27,5,7,3.333333,3.333333,2,-280000.000,starlink,0.984747,1,1,1
2663,starlink,27,7,7,3.333333,3.333333,3,-200000.000,starlink,0.987016,1,1,1
2664,starlink,27,1,7,3.333333,3.333333,4,-120000.000,starlink,0.987948,1,1,1
2665,starlink,27,1,7,3.333333,3.333333,5,-40000.000,starlink,0.987563,1,1,1
2666,starlink,27,1,7,3.333333,3.333333,6,40000.000,starlink,0.986784,1,1,1
2667,starlink,27,2,7,3.333333,3.333333,7,120000.000,starlink,0.986329,1,1,1
2668,starlink,27,5,7,3.333333,3.333333,8,200000.000,starlink,0.987503,1,1,1
2669,starlink,27,8,7,3.333333,3.333333,9,280000.000,starlink,0.986427,1,1,2
2670,starlink,27,2,7,3.333333,3.333333,10,360000.000,starlink,0.987561,1,1,1
2671,starlink,27,5,8,5.555556,5.555556,1,-360000.000,starlink,0.987736,1,1,1
2672,starlink,27,3,8,5.555556,5.555556,2,-280000.000,starlink,0.985368,1,1,1
2673,starlink,27,4,8,5.555556,5.555556,3,-200000.000,starlink,0.986509,1,1,1
2674,starlink,27,3,8,5.555556,5.555556,4,-120000.000,starlink,0.986668,1,1,1
2675,starlink,27,2,8,5.555556,5.555556,5,-40000.000,starlink,0.988019,1,1,1
2676,starlink,27,8,8,5.555556,5.555556,6,40000.000,starlink,0.986660,1,1,1
2677,starlink,27,5,8,5.555556,5.555556,7,120000.000,starlink,0.985838,1,1,1
2678,starlink,27,2,8,5.555556,5.555556,8,200000.000,starlink,0.987247,1,1,1
2679,starlink,27,4,8,5.555556,5.555556,9,280000.000,starlink,0.987094,1,1,1
2680,starlink,27,1,8,5.555556,5.555556,10,360000.000,starlink,0.987971,1,1,1
2681,starlink,27,2,9,7.777778,7.777778,1,-360000.000,starlink,0.987134,1,1,1
2682,starlink,27,1,9,7.777778,7.777778,2,-280000.000,starlink,0.988569,1,1,1
2683,starlink,27,2,9,7.777778,7.777778,3,-200000.000,starlink,0.988940,1,1,1
2684,starlink,27,4,9,7.777778,7.777778,4,-120000.000,starlink,0.986684,1,1,1
2685,starlink,27,7,9,7.777778,7.777778,5,-40000.000,starlink,0.988610,1,1,1
2686,starlink,27,8,9,7.777778,7.777778,6,40000.000,starlink,0.988262,1,1,1
2687,starlink,27,6,9,7.777778,7.777778,7,120000.000,starlink,0.988528,1,1,1
2688,starlink,27,1,9,7.777778,7.777778,8,200000.000,starlink,0.986691,1,1,1
2689,starlink,27,5,9,7.777778,7.777778,9,280000.000,starlink,0.987126,1,1,1
2690,starlink,27,3,9,7.777778,7.777778,10,360000.000,starlink,0.984634,1,1,1
2691,starlink,27,8,10,10.000000,10.000000,1,-360000.000,starlink,0.985758,1,1,1
2692,starlink,27,3,10,10.000000,10.000000,2,-280000.000,starlink,0.986597,1,1,1
2693,starlink,27,7,10,10.000000,10.000000,3,-200000.000,starlink,0.987654,1,1,1
2694,starlink,27,8,10,10.000000,10.000000,4,-120000.000,starlink,0.987433,1,1,1
2695,starlink,27,6,10,10.000000,10.000000,5,-40000.000,starlink,0.988553,1,1,1
2696,starlink,27,6,10,10.000000,10.000000,6,40000.000,starlink,0.988441,1,1,1
2697,starlink,27,3,10,10.000000,10.000000,7,120000.000,starlink,0.985441,1,1,1
2698,starlink,27,6,10,10.000000,10.000000,8,200000.000,starlink,0.987855,1,1,1
2699,starlink,27,8,10,10.000000,10.000000,9,280000.000,starlink,0.986408,1,1,1
2700,starlink,27,1,10,10.000000,10.000000,10,360000.000,starlink,0.986504,1,1,1
2701,starlink,28,8,1,-10.000000,-10.000000,1,-360000.000,starlink,0.980511,1,1,1
2702,starlink,28,3,1,-10.000000,-10.000000,2,-280000.000,starlink,0.977608,1,1,1
2703,starlink,28,7,1,-10.000000,-10.000000,3,-200000.000,starlink,0.983802,1,1,1
2704,starlink,28,8,1,-10.000000,-10.000000,4,-120000.000,starlink,0.981363,1,1,1
2705,starlink,28,5,1,-10.000000,-10.000000,5,-40000.000,starlink,0.981647,1,1,1
2706,starlink,28,7,1,-10.000000,-10.000000,6,40000.000,starlink,0.982055,1,1,1
2707,starlink,28,5,1,-10.000000,-10.000000,7,120000.000,starlink,0.978238,1,1,1
2708,starlink,28,5,1,-10.000000,-10.000000,8,200000.000,starlink,0.983403,1,1,1
2709,starlink,28,3,1,-10.000000,-10.000000,9,280000.000,starlink,0.976661,1,1,1
2710,starlink,28,6,1,-10.000000,-10.000000,10,360000.000,starlink,0.980624,1,1,1
2711,starlink,28,4,2,-7.777778,-7.777778,1,-360000.000,starlink,0.980540,1,1,1
2712,starlink,28,1,2,-7.777778,-7.777778,2,-280000.000,starlink,0.982272,1,1,1
2713,starlink,28,1,2,-7.777778,-7.777778,3,-200000.000,starlink,0.985216,1,1,1
2714,starlink,28,6,2,-7.777778,-7.777778,4,-120000.000,starlink,0.983284,1,1,1
2715,starlink,28,8,2,-7.777778,-7.777778,5,-40000.000,starlink,0.982459,1,1,1
2716,starlink,28,2,2,-7.777778,-7.777778,6,40000.000,starlink,0.981867,1,1,1
